Gender,Age,Married,Number of Dependents,City,Zip Code,Tenure in Months,Offer,Phone Service,Internet Service,Total Charges,Total Revenue,Customer Status
Female,23,Yes,0,California City,93505,61,Offer B,Yes,No,1551.6,2365.95,Stayed
Male,54,Yes,2,Los Angeles,90044,6,Offer E,Yes,No,138.85,281.23,Stayed
Male,75,Yes,0,Moreno Valley,92555,29,None,Yes,Yes,3004.15,3754.22,Churned
Female,72,Yes,0,Redcrest,95569,31,Offer C,No,Yes,1580.1,1580.1,Stayed
Female,39,Yes,0,Mount Hamilton,95140,72,None,Yes,Yes,6849.75,7743.19,Stayed
Male,35,No,0,Dillon Beach,94929,3,None,Yes,Yes,152.3,236.87,Joined
Male,35,No,0,San Francisco,94118,3,None,Yes,Yes,220.4,249.62,Joined
Female,53,No,0,Comptche,95427,2,None,No,Yes,59.05,59.05,Churned
Female,37,Yes,2,Fall River Mills,96028,41,Offer B,No,Yes,1412.4,1412.4,Stayed
Male,77,Yes,0,Irvine,92620,36,None,Yes,Yes,3436.1,4034.06,Churned
Male,74,Yes,0,San Diego,92102,49,None,Yes,Yes,2398.4,2480.23,Stayed
Male,54,Yes,0,Rancho Mirage,92270,71,Offer A,Yes,Yes,7291.75,9967.74,Stayed
Female,35,Yes,0,Forest Falls,92339,64,Offer B,Yes,Yes,6375.8,8674.68,Stayed
Female,29,Yes,1,San Miguel,93451,18,Offer D,Yes,No,401.95,1039.87,Stayed
Female,49,Yes,2,Goleta,93117,72,Offer A,Yes,Yes,7576.7,7771.82,Stayed
Male,40,Yes,2,Prather,93651,58,None,Yes,Yes,4828.05,6563.99,Stayed
Female,51,No,0,Ojai,93023,7,None,Yes,Yes,522.95,761.08,Stayed
Male,22,No,0,Diamond Bar,91765,7,None,Yes,Yes,639.7,961.21,Stayed
Male,35,No,0,San Francisco,94102,3,None,Yes,Yes,141.7,202.81,Joined
Male,33,No,0,Redding,96003,52,Offer B,Yes,Yes,5364.8,5599.97,Stayed
Male,33,Yes,2,Canyon Country,91351,11,None,Yes,No,267.35,422.21,Stayed
Female,56,No,0,Oakland,94605,1,None,Yes,Yes,49.5,96.49,Joined
Female,43,No,0,Colton,92324,33,None,Yes,Yes,2406.1,4097.95,Stayed
Female,60,Yes,0,Mira Loma,91752,52,Offer B,Yes,Yes,5025.8,6545.76,Stayed
Female,32,Yes,2,Randsburg,93554,36,None,Yes,Yes,1815.0,2525.28,Stayed
Female,44,No,0,San Francisco,94122,1,None,Yes,Yes,54.75,67.76,Churned
Female,27,Yes,0,Rancho Cucamonga,91730,51,Offer B,Yes,Yes,4619.55,5694.12,Stayed
Female,25,Yes,3,Bell,90201,10,Offer E,Yes,Yes,733.5,789.4,Stayed
Female,51,Yes,0,Modesto,95350,31,None,Yes,Yes,3243.45,3342.07,Churned
Male,59,Yes,3,Modesto,95354,72,None,Yes,Yes,6463.15,9675.07,Stayed
Female,45,No,0,Burbank,91502,11,None,Yes,Yes,1129.75,1664.79,Churned
Male,22,No,0,Paicines,95043,16,Offer D,Yes,No,275.7,341.78,Stayed
Male,77,Yes,0,Riverside,92501,30,None,Yes,Yes,2181.75,3396.75,Stayed
Male,45,No,0,San Francisco,94116,72,None,No,Yes,4807.45,4807.45,Stayed
Female,42,Yes,0,Los Angeles,90047,13,Offer D,Yes,Yes,981.45,1134.72,Stayed
Female,53,No,0,San Pedro,90731,8,Offer E,Yes,Yes,563.65,948.77,Churned
Female,27,No,0,San Jose,95125,19,None,No,Yes,893.55,893.55,Churned
Female,74,Yes,0,Acton,93510,38,None,Yes,Yes,3591.25,5554.41,Stayed
Male,37,No,0,Oceanside,92057,9,None,Yes,No,178.5,258.69,Churned
Female,34,Yes,1,Hawaiian Gardens,90716,34,Offer C,Yes,Yes,2042.05,3727.77,Stayed
Male,53,Yes,1,Los Angeles,90007,71,Offer A,Yes,No,1301.1,2356.16,Stayed
Female,74,Yes,0,Glencoe,95232,3,Offer E,Yes,Yes,224.05,233.92,Churned
Male,21,Yes,0,Redwood City,94062,55,Offer B,Yes,Yes,5743.05,6326.6,Churned
Female,42,No,0,Anaheim,92806,3,Offer E,Yes,Yes,212.4,189.72,Joined
Male,51,No,0,Potrero,91963,48,Offer B,Yes,Yes,3682.45,3843.89,Stayed
Male,27,Yes,0,Manhattan Beach,90266,20,Offer D,Yes,No,417.5,1346.9,Stayed
Female,79,No,0,Temecula,92592,21,None,Yes,Yes,1973.75,2417.9,Churned
Male,35,No,1,Fawnskin,92333,34,Offer C,Yes,Yes,3470.8,3616.32,Stayed
Male,70,Yes,1,Oceano,93445,68,Offer A,Yes,Yes,5683.6,7064.68,Stayed
Female,51,Yes,0,Auburn,95603,67,None,Yes,Yes,4322.85,5852.46,Stayed
Male,67,Yes,0,Sheep Ranch,95250,1,None,Yes,Yes,74.4,121.76,Churned
Male,56,Yes,0,Rialto,92376,24,Offer C,Yes,Yes,1315.35,1459.83,Stayed
Male,42,Yes,0,Emigrant Gap,95715,39,None,Yes,Yes,3182.95,4575.25,Churned
Male,77,Yes,0,Menifee,92584,29,Offer C,Yes,Yes,1442.0,2533.85,Stayed
Female,54,No,0,Daggett,92327,1,Offer E,Yes,Yes,69.55,99.33,Churned
Female,19,Yes,0,Rancho Cucamonga,91739,67,None,No,Yes,4103.9,4103.9,Stayed
Male,55,No,0,La Palma,90623,10,Offer D,Yes,Yes,863.1,990.9,Churned
Female,25,Yes,1,Surfside,90743,56,None,Yes,Yes,3815.4,4334.76,Stayed
Male,60,Yes,0,National City,91950,29,None,Yes,Yes,2054.4,2995.74,Stayed
Female,72,No,0,San Diego,92102,7,None,Yes,Yes,574.35,688.87,Stayed
Male,37,No,0,West Hills,91307,69,None,No,Yes,2492.25,2642.25,Stayed
Male,55,Yes,2,Cressey,95312,4,Offer E,Yes,No,73.1,139.82,Stayed
Female,23,No,0,Culver City,90230,9,None,Yes,Yes,639.65,764.39,Churned
Female,74,No,0,Redwood City,94062,35,None,Yes,Yes,3836.3,5098.5,Stayed
Male,67,No,0,Glendale,91204,71,None,Yes,Yes,7623.2,10094.0,Stayed
Female,44,Yes,0,Ben Lomond,95005,58,None,Yes,No,1497.9,3602.78,Stayed
Male,49,Yes,0,Orinda,94563,9,None,Yes,Yes,801.3,1002.99,Stayed
Female,23,No,0,Pinon Hills,92372,12,Offer D,Yes,Yes,854.45,1445.45,Stayed
Male,52,No,0,Lockwood,93932,22,None,Yes,Yes,2104.55,3162.71,Churned
Female,73,Yes,0,Pasadena,91101,47,None,Yes,Yes,4747.2,5027.26,Stayed
Female,28,No,1,Guinda,95637,67,None,Yes,Yes,7039.05,7879.23,Stayed
Female,24,No,0,Temple City,91780,5,None,Yes,Yes,244.75,459.85,Stayed
Female,31,No,0,Davis Creek,96108,4,Offer E,Yes,Yes,399.25,441.01,Stayed
Male,47,Yes,0,West Point,95255,52,None,No,Yes,2020.9,2020.9,Stayed
Male,32,Yes,0,Riverside,92507,28,Offer C,Yes,Yes,1785.65,2593.73,Stayed
Female,66,Yes,1,Santa Monica,90404,55,None,Yes,Yes,4154.55,6055.9,Stayed
Male,55,No,0,Daggett,92327,2,Offer E,Yes,Yes,174.75,229.09,Joined
Female,63,No,0,Inglewood,90302,50,Offer B,Yes,Yes,4304.5,5794.5,Stayed
Male,54,No,0,Joshua Tree,92252,51,None,Yes,Yes,4085.75,6285.18,Stayed
Female,53,Yes,0,Needles,92363,72,Offer A,No,Yes,4528.0,4528.0,Stayed
Male,31,No,0,Geyserville,95441,51,None,No,Yes,2181.55,2181.55,Stayed
Male,41,Yes,3,Santa Clara,95054,31,None,No,Yes,1077.5,1077.5,Churned
Female,73,No,0,Oak View,93022,3,None,Yes,Yes,220.95,276.09,Churned
Female,57,No,0,Los Angeles,90071,5,None,Yes,No,108.05,138.9,Churned
Male,46,No,0,Mission Hills,91345,52,None,Yes,Yes,4338.6,6931.36,Churned
Male,33,Yes,0,Fresno,93726,5,Offer E,Yes,Yes,416.3,541.85,Churned
Female,71,No,0,Berkeley,94710,8,Offer E,Yes,Yes,729.95,1073.39,Churned
Male,45,No,0,Modesto,95351,1,None,Yes,Yes,44.6,89.88,Joined
Male,76,Yes,0,San Diego,92130,13,Offer D,Yes,Yes,1169.35,1188.46,Churned
Female,24,No,0,Saratoga,95070,63,None,Yes,Yes,6253.0,8631.88,Stayed
Female,74,No,0,Fellows,93224,8,None,Yes,No,164.3,387.9,Churned
Male,34,No,0,Oxnard,93033,51,Offer B,Yes,No,1007.8,2503.63,Stayed
Male,21,No,0,Los Angeles,90006,35,None,Yes,No,901.25,2295.65,Stayed
Female,55,Yes,0,Palm Desert,92260,46,Offer B,Yes,No,1066.15,2697.31,Stayed
Female,49,Yes,0,Beaumont,92223,41,None,Yes,Yes,2728.6,4041.42,Churned
Male,35,Yes,0,Whittier,90603,54,Offer B,Yes,Yes,6118.95,8813.55,Stayed
Male,73,No,0,Elmira,95625,67,None,Yes,No,1672.15,2656.38,Stayed
Male,35,No,0,Redcrest,95569,12,Offer D,No,Yes,442.45,442.45,Stayed
Male,30,Yes,0,Prather,93651,70,None,Yes,Yes,5986.45,6636.05,Stayed
Female,46,Yes,1,Durham,95938,10,Offer D,Yes,No,196.75,387.25,Stayed
Female,30,No,0,Los Angeles,90021,21,Offer D,Yes,Yes,1862.9,2029.19,Stayed
Male,46,No,0,Weaverville,96093,31,None,Yes,Yes,2435.15,3540.93,Churned
Female,68,Yes,0,Berkeley,94707,3,Offer E,Yes,Yes,273.75,351.06,Churned
Male,62,Yes,2,Forks Of Salmon,96031,63,Offer B,Yes,Yes,5764.7,8808.98,Stayed
Female,55,No,0,Compton,90221,36,Offer C,Yes,Yes,2511.95,3625.67,Stayed
Female,73,No,0,Lakewood,90712,46,None,Yes,Yes,4424.2,4706.18,Churned
Male,36,Yes,0,Sunland,91040,57,None,Yes,Yes,5925.75,7737.78,Stayed
Female,32,Yes,0,Valencia,91354,57,Offer B,Yes,Yes,4124.65,6860.65,Stayed
Male,29,No,0,Murphys,95247,26,Offer C,Yes,Yes,1295.4,1936.82,Stayed
Female,21,Yes,0,San Diego,92121,10,None,Yes,Yes,528.35,622.45,Churned
Male,25,No,0,Oakland,94611,63,Offer B,Yes,Yes,6713.2,8275.19,Stayed
Male,43,Yes,0,Fremont,94555,5,None,Yes,Yes,498.1,694.9,Churned
Male,27,Yes,1,San Pedro,90731,72,Offer A,Yes,No,1769.6,4313.36,Stayed
Female,80,No,0,North Hollywood,91606,1,Offer E,Yes,Yes,45.1,60.34,Churned
Female,22,Yes,3,Albany,94706,54,None,Yes,Yes,3273.95,3734.57,Stayed
Female,35,Yes,5,Aromas,95004,59,None,Yes,Yes,5580.8,8416.93,Stayed
Female,40,No,0,Valencia,91354,1,None,No,Yes,25.25,25.25,Joined
Male,23,Yes,3,Irvine,92620,69,None,Yes,No,1718.2,4001.41,Stayed
Male,62,No,0,Hydesville,95547,2,None,Yes,No,33.2,97.26,Churned
Female,58,No,0,Stanford,94305,12,None,No,Yes,435.45,435.45,Stayed
Male,72,Yes,0,Bass Lake,93604,67,Offer A,Yes,Yes,6989.7,10251.26,Stayed
Female,66,No,0,Lucerne Valley,92356,1,Offer E,Yes,Yes,55.8,82.02,Churned
Female,27,No,3,Los Angeles,90021,28,None,Yes,No,535.35,1265.87,Stayed
Male,80,No,0,Byron,94514,2,Offer E,Yes,Yes,85.15,138.39,Churned
Female,41,No,0,Fallbrook,92028,4,Offer E,Yes,Yes,317.25,464.89,Churned
Male,41,No,0,Vacaville,95688,1,Offer E,Yes,No,20.25,43.41,Churned
Female,60,No,0,Martinez,94553,33,None,Yes,No,826.1,2030.6,Stayed
Female,41,Yes,0,Raisin City,93652,61,None,Yes,Yes,6751.35,8436.78,Stayed
Female,55,No,0,San Bernardino,92411,21,Offer D,Yes,Yes,1336.8,1985.28,Stayed
Male,71,No,0,Carmel,93923,2,Offer E,Yes,Yes,107.1,183.04,Joined
Male,41,No,0,French Camp,95231,8,Offer E,Yes,Yes,520.95,767.35,Stayed
Female,47,Yes,2,El Centro,92243,68,None,Yes,Yes,5163.0,6533.2,Stayed
Male,42,No,0,San Francisco,94108,4,Offer E,Yes,Yes,368.1,447.06,Churned
Male,49,No,0,Salinas,93901,6,None,Yes,Yes,469.8,507.72,Churned
Female,37,Yes,0,Larkspur,94939,72,None,Yes,No,1887.0,2792.76,Stayed
Male,22,No,0,Los Angeles,90011,1,None,Yes,No,19.2,45.57,Joined
Male,25,No,0,Irvine,92606,2,None,Yes,Yes,174.45,249.85,Joined
Female,34,No,0,Alviso,95002,2,Offer E,No,Yes,46.4,46.4,Joined
Female,45,Yes,0,Dunnigan,95937,5,None,Yes,Yes,465.05,511.2,Churned
Male,45,Yes,0,Highland,92346,2,None,Yes,No,38.0,106.76,Joined
Male,58,No,0,Callahan,96014,1,Offer E,Yes,Yes,45.85,90.6,Churned
Male,66,Yes,0,Elverta,95626,61,Offer B,Yes,Yes,4904.85,6524.4,Stayed
Female,70,Yes,0,Porterville,93257,35,None,Yes,Yes,3452.55,5032.1,Stayed
Male,77,Yes,0,Sacramento,95814,30,Offer C,Yes,Yes,2365.15,2552.05,Churned
Female,80,Yes,0,San Diego,92130,17,Offer D,Yes,Yes,1463.45,2089.39,Churned
Female,44,No,0,Woodland,95695,6,Offer E,Yes,Yes,389.1,492.18,Churned
Male,70,Yes,3,Fresno,93701,60,None,Yes,Yes,5774.55,6955.35,Stayed
Male,24,No,0,Olema,94950,68,Offer A,Yes,Yes,7176.55,8645.19,Churned
Female,22,Yes,0,Banning,92220,52,None,No,Yes,3330.1,3330.1,Stayed
Female,47,Yes,3,Casmalia,93429,1,None,Yes,No,20.5,55.07,Churned
Female,22,No,1,Morro Bay,93442,5,None,Yes,Yes,286.8,486.95,Stayed
Female,25,No,0,Dinuba,93618,6,Offer E,No,Yes,298.7,298.7,Stayed
Female,38,No,1,Desert Hot Springs,92241,1,None,Yes,Yes,89.35,94.71,Joined
Female,33,No,0,Potrero,91963,66,None,Yes,Yes,6000.1,8107.48,Stayed
Male,56,No,0,Walnut Grove,95690,1,None,Yes,Yes,74.35,79.15,Churned
Male,48,Yes,2,Three Rivers,93271,72,Offer A,Yes,No,1322.85,1937.01,Stayed
Female,34,No,0,Daly City,94014,8,None,Yes,Yes,679.3,970.42,Churned
Male,51,Yes,3,Nuevo,92567,24,Offer C,Yes,Yes,1923.85,3020.17,Stayed
Male,36,Yes,0,San Bernardino,92411,8,Offer E,Yes,Yes,445.85,597.85,Stayed
Male,69,Yes,0,Covina,91723,38,Offer C,No,Yes,955.75,955.75,Stayed
Male,39,No,0,Tahoe City,96145,68,None,Yes,Yes,8035.95,10257.51,Stayed
Female,55,No,0,Biola,93606,9,Offer E,Yes,Yes,706.6,854.92,Churned
Male,67,No,0,El Sobrante,94803,19,None,Yes,Yes,1471.75,1790.57,Churned
Male,40,No,0,Sacramento,95832,9,Offer E,Yes,Yes,547.8,795.57,Stayed
Female,63,Yes,0,Newport Beach,92662,7,Offer E,Yes,Yes,587.1,899.72,Churned
Male,54,Yes,0,Madera,93637,40,Offer B,Yes,Yes,4113.1,5015.5,Churned
Male,33,Yes,0,Fields Landing,95537,3,None,Yes,Yes,251.75,381.56,Churned
Male,63,No,2,Galt,95632,1,None,Yes,No,19.85,48.95,Joined
Female,76,Yes,3,Weldon,93283,28,None,No,Yes,1096.6,1096.6,Stayed
Male,25,No,0,Modesto,95354,7,Offer E,Yes,Yes,521.35,584.0,Stayed
Male,56,Yes,0,Raisin City,93652,72,Offer A,Yes,Yes,5980.55,8229.43,Stayed
Female,56,No,3,San Carlos,94070,7,Offer E,Yes,No,96.8,444.42,Stayed
Female,42,Yes,1,Litchfield,96117,65,Offer B,Yes,Yes,5071.9,5190.85,Stayed
Female,78,Yes,1,San Quentin,94964,56,Offer B,Yes,Yes,4084.35,4556.43,Stayed
Male,59,Yes,0,Loyalton,96118,15,None,Yes,Yes,1539.8,1958.8,Stayed
Female,57,No,0,Inglewood,90301,56,Offer B,Yes,No,1080.55,1858.39,Stayed
Male,43,No,0,Temple City,91780,9,Offer E,Yes,Yes,784.45,1143.51,Stayed
Male,25,Yes,0,San Francisco,94123,16,None,Yes,Yes,1189.4,1602.68,Stayed
Male,23,Yes,2,Belvedere Tiburon,94920,69,Offer A,Yes,No,1403.1,3227.46,Stayed
Female,46,Yes,0,Tupman,93276,68,Offer A,Yes,Yes,7843.55,9417.07,Stayed
Male,74,Yes,2,Moreno Valley,92557,50,None,Yes,Yes,3822.45,5467.45,Stayed
Male,27,Yes,0,Santa Barbara,93108,53,Offer B,Yes,Yes,5029.2,6684.92,Churned
Male,53,No,0,Llano,93544,10,Offer D,No,Yes,389.8,389.8,Stayed
Female,24,No,2,Yuba City,95993,26,None,No,Yes,786.5,776.22,Stayed
Female,63,No,0,Van Nuys,91411,16,None,Yes,No,295.55,950.75,Stayed
Female,46,Yes,0,Westminster,92683,70,None,No,Yes,3370.2,3370.2,Stayed
Male,61,Yes,0,Bradley,93426,72,Offer A,Yes,No,1710.9,4179.78,Stayed
Female,64,No,0,San Bruno,94066,12,None,Yes,Yes,1120.95,1539.99,Churned
Male,35,No,3,Palo Alto,94301,17,None,Yes,Yes,846.8,1622.17,Stayed
Male,61,No,0,Rowland Heights,91748,1,Offer E,Yes,Yes,50.75,93.78,Churned
Female,57,No,0,Encino,91436,10,None,Yes,No,198.25,226.65,Stayed
Male,57,No,0,Avery,95224,7,None,Yes,Yes,370.4,409.67,Stayed
Male,63,Yes,0,San Diego,92122,68,Offer A,Yes,Yes,5293.95,7368.19,Churned
Male,54,Yes,2,Likely,96116,13,None,Yes,No,218.55,273.93,Stayed
Female,72,Yes,0,Newhall,91321,70,None,Yes,Yes,7195.35,9557.15,Stayed
Male,61,Yes,6,Concord,94521,7,None,No,Yes,279.25,279.25,Churned
Female,42,No,0,Buttonwillow,93206,5,None,Yes,Yes,300.4,424.55,Stayed
Female,30,Yes,2,Paynes Creek,96075,10,None,Yes,Yes,551.3,608.7,Stayed
Male,68,No,0,Pacific Palisades,90272,19,Offer D,Yes,Yes,1660.0,2194.28,Churned
Female,62,No,0,Vallejo,94591,39,None,Yes,Yes,2209.15,2473.18,Stayed
Male,40,No,0,Cazadero,95421,20,None,Yes,Yes,2203.7,2524.7,Stayed
Male,78,Yes,0,Moreno Valley,92553,20,None,Yes,Yes,1818.3,2469.1,Stayed
Male,70,Yes,0,Cambria,93428,72,Offer A,No,Yes,4546.0,4576.0,Stayed
Female,55,No,0,Sanger,93657,62,None,Yes,No,1563.95,2074.21,Stayed
Female,57,No,1,Aguanga,92536,24,None,Yes,No,498.1,1319.86,Stayed
Male,57,Yes,0,Carlotta,95528,21,None,Yes,Yes,1125.2,1486.19,Stayed
Female,67,No,0,Garberville,95542,2,None,Yes,Yes,142.35,167.39,Churned
Female,19,Yes,1,Santa Monica,90401,48,Offer B,Yes,Yes,3023.65,5167.33,Stayed
Male,48,No,0,Mariposa,95338,7,None,Yes,Yes,533.6,545.29,Stayed
Male,30,No,0,Mentone,92359,1,Offer E,Yes,Yes,54.35,79.74,Churned
Female,36,Yes,0,Van Nuys,91401,53,Offer B,Yes,Yes,5718.2,6672.2,Stayed
Female,47,No,0,Quincy,95971,1,None,Yes,Yes,55.0,87.74,Churned
Female,37,Yes,5,Monrovia,91016,27,Offer C,Yes,Yes,1336.15,1857.79,Stayed
Female,49,Yes,1,California Hot Springs,93207,56,None,Yes,Yes,4968.0,5694.32,Stayed
Male,49,Yes,0,Waterford,95386,67,None,Yes,Yes,5293.4,8158.99,Churned
Female,63,No,0,Dunsmuir,96025,17,Offer D,Yes,No,337.9,359.5,Stayed
Male,27,No,0,Yucca Valley,92284,18,Offer D,Yes,Yes,1395.05,1668.29,Stayed
Male,75,No,0,Farmington,95230,37,Offer C,No,Yes,1315.0,1315.0,Stayed
Female,23,No,0,Boulder Creek,95006,41,Offer B,Yes,Yes,4527.45,5411.41,Churned
Male,41,No,0,San Francisco,94131,48,None,Yes,No,982.95,2599.59,Stayed
Male,29,No,3,Greenfield,93927,1,Offer E,Yes,Yes,44.4,51.54,Churned
Male,38,Yes,0,San Clemente,92672,8,None,Yes,No,161.15,339.87,Stayed
Female,36,No,0,Bodega Bay,94923,50,None,Yes,Yes,5038.45,5793.45,Stayed
Female,37,No,0,Corte Madera,94925,1,None,No,Yes,24.9,24.9,Joined
Male,39,Yes,1,Cupertino,95014,10,None,Yes,No,257.5,485.8,Stayed
Male,73,No,0,Pismo Beach,93449,6,Offer E,Yes,Yes,503.6,680.06,Churned
Male,61,No,0,Oakland,94606,56,Offer B,Yes,Yes,4284.65,5406.17,Stayed
Female,64,Yes,0,San Diego,92117,14,Offer D,Yes,Yes,1259.0,1449.96,Churned
Male,37,No,0,Arroyo Grande,93420,1,Offer E,Yes,Yes,44.75,73.32,Joined
Male,64,No,0,Lake Elsinore,92530,34,Offer C,Yes,Yes,3899.05,4660.99,Stayed
Male,52,Yes,0,Barstow,92311,72,Offer A,Yes,Yes,8468.2,10682.2,Stayed
Male,29,Yes,3,Patterson,95363,32,None,Yes,Yes,3023.85,4196.65,Stayed
Male,41,No,0,Fairfield,94533,17,None,Yes,No,365.8,1091.02,Stayed
Male,41,Yes,2,Greenwood,95635,68,None,Yes,Yes,7173.15,9308.35,Stayed
Female,38,No,0,Solvang,93463,47,Offer B,Yes,Yes,2879.9,4560.15,Stayed
Female,68,No,0,Ontario,91764,16,Offer D,Yes,Yes,1511.2,1662.08,Churned
Male,58,Yes,3,San Francisco,94102,44,None,Yes,Yes,2549.1,4726.86,Stayed
Female,25,Yes,0,Monte Rio,95462,72,None,Yes,Yes,7544.0,9125.12,Stayed
Male,41,Yes,0,Piru,93040,3,Offer E,Yes,No,51.15,163.98,Churned
Male,37,No,0,Port Costa,94569,22,Offer D,Yes,Yes,2142.8,3200.34,Stayed
Male,49,No,0,Lemon Cove,93244,23,Offer D,Yes,Yes,2470.1,2844.54,Churned
Male,54,Yes,3,Dulzura,91917,70,None,Yes,Yes,7842.3,10576.5,Stayed
Female,60,No,0,Bella Vista,96008,3,None,Yes,No,71.2,75.61,Joined
Male,25,No,0,Macdoel,96058,44,None,Yes,Yes,4510.8,6197.32,Stayed
Male,67,No,0,San Gregorio,94074,5,Offer E,Yes,Yes,408.5,500.4,Stayed
Male,26,No,0,Bakersfield,93311,4,Offer E,Yes,No,63.0,90.52,Stayed
Female,35,No,0,Corona,92883,4,Offer E,Yes,No,84.5,214.66,Stayed
Female,57,No,0,Los Angeles,90013,3,Offer E,Yes,Yes,155.65,166.57,Churned
Male,55,No,0,Hopland,95449,54,None,Yes,Yes,4667.0,6134.18,Stayed
Male,40,No,0,Los Angeles,90017,14,None,Yes,No,321.7,790.7,Stayed
Female,48,No,0,San Jose,95131,25,None,Yes,Yes,1863.8,1898.05,Churned
Female,72,No,1,Pico Rivera,90660,27,Offer C,Yes,Yes,2135.5,2235.41,Churned
Female,33,No,0,Los Angeles,90027,1,None,Yes,Yes,74.5,88.11,Churned
Female,73,Yes,0,Daggett,92327,12,None,Yes,Yes,943.85,1409.65,Stayed
Male,56,Yes,3,San Diego,92113,13,None,Yes,Yes,750.1,1116.05,Stayed
Male,55,Yes,1,Wildomar,92595,69,Offer A,Yes,Yes,6856.45,7440.19,Stayed
Female,52,No,1,Los Angeles,90035,35,None,Yes,Yes,1655.35,3144.05,Stayed
Male,57,Yes,2,Springville,93265,64,Offer B,Yes,Yes,5629.15,8531.55,Stayed
Female,22,Yes,0,Los Angeles,90059,21,Offer D,Yes,Yes,2200.25,3009.17,Churned
Male,70,No,0,Crestline,92325,2,None,Yes,Yes,196.75,247.13,Churned
Female,32,No,0,El Cajon,92019,20,None,Yes,No,433.75,651.75,Stayed
Male,36,No,0,Sacramento,95821,26,Offer C,Yes,Yes,1237.3,2384.16,Stayed
Male,44,No,0,San Diego,92121,3,Offer E,No,Yes,108.7,108.7,Churned
Female,20,No,3,San Lorenzo,94580,4,Offer E,Yes,No,84.2,240.08,Stayed
Female,47,Yes,3,Sugarloaf,92386,7,None,Yes,Yes,554.05,667.59,Stayed
Male,46,No,0,Fallbrook,92028,2,None,Yes,Yes,74.9,134.7,Churned
Male,80,Yes,0,San Diego,92129,46,Offer B,Yes,Yes,4680.05,4926.61,Churned
Female,38,Yes,0,Comptche,95427,5,Offer E,Yes,Yes,470.95,432.39,Churned
Female,33,No,0,Selma,93662,10,None,No,Yes,374.0,374.0,Stayed
Female,73,No,0,Freedom,95019,13,None,Yes,Yes,940.35,1465.16,Churned
Female,55,Yes,0,Castaic,91384,71,None,Yes,No,1836.9,4118.13,Stayed
Female,23,No,0,Potrero,91963,42,Offer B,Yes,Yes,2421.6,3658.08,Stayed
Male,30,No,0,Manhattan Beach,90266,9,Offer E,Yes,Yes,918.75,962.04,Stayed
Male,44,Yes,0,Pleasant Hill,94523,61,None,Yes,Yes,6281.45,9069.15,Churned
Male,53,No,0,Avalon,90704,2,Offer E,Yes,Yes,157.75,171.23,Joined
Male,50,Yes,4,Monrovia,91016,60,Offer B,Yes,Yes,4453.3,6759.7,Stayed
Female,56,No,0,Sacramento,95818,39,None,No,Yes,1905.4,1901.89,Stayed
Male,35,Yes,3,Lagunitas,94938,15,Offer D,Yes,No,239.75,980.15,Stayed
Male,41,No,0,Glendora,91740,7,Offer E,Yes,Yes,278.4,488.68,Stayed
Female,64,No,0,San Diego,92128,15,Offer D,Yes,No,331.6,923.95,Stayed
Female,35,Yes,0,Escondido,92027,61,None,Yes,Yes,6383.9,8587.83,Stayed
Female,43,Yes,1,San Bernardino,92401,19,None,Yes,Yes,962.9,1103.88,Stayed
Male,25,No,0,San Jose,95110,59,None,Yes,No,1510.5,3038.01,Stayed
Male,61,No,1,Descanso,91916,30,Offer C,No,Yes,1307.8,1307.8,Stayed
Male,65,Yes,0,Lindsay,93247,62,Offer B,Yes,Yes,5629.55,7333.93,Stayed
Male,40,Yes,0,Huron,93234,2,Offer E,Yes,No,35.9,66.18,Churned
Female,61,No,0,Glendale,91201,18,None,Yes,Yes,1358.6,1687.58,Stayed
Female,70,Yes,0,Hughson,95326,20,None,Yes,Yes,1259.35,1438.95,Stayed
Male,57,No,2,Richmond,94805,5,None,Yes,Yes,235.2,302.9,Stayed
Female,58,Yes,0,Woody,93287,42,None,Yes,Yes,3588.4,4039.06,Churned
Female,43,Yes,0,San Bernardino,92408,10,None,No,Yes,525.5,525.5,Stayed
Female,41,Yes,1,Durham,95938,52,None,Yes,Yes,4993.4,6610.08,Stayed
Male,21,Yes,1,Paso Robles,93446,45,Offer B,Yes,No,903.7,1679.05,Stayed
Male,73,Yes,0,Witter Springs,95493,69,None,Yes,Yes,7610.1,8182.8,Stayed
Female,52,No,0,Los Angeles,90066,36,Offer C,Yes,Yes,3886.45,4909.21,Stayed
Female,72,No,0,Hydesville,95547,8,None,Yes,Yes,600.15,617.59,Stayed
Female,54,No,0,Arcadia,91006,2,None,Yes,Yes,135.2,166.54,Joined
Male,23,No,0,Penngrove,94951,5,None,Yes,Yes,291.45,425.75,Stayed
Female,45,No,0,El Dorado,95623,3,None,Yes,Yes,196.15,274.03,Churned
Female,20,Yes,0,San Dimas,91773,52,None,Yes,Yes,5624.85,6147.93,Churned
Male,56,No,0,Los Angeles,90002,13,None,Yes,No,251.65,861.61,Stayed
Female,60,Yes,2,Los Gatos,95032,38,None,Yes,No,763.1,2158.46,Stayed
Female,21,No,0,Lemon Grove,91945,61,Offer B,Yes,Yes,6423.0,7364.84,Stayed
Male,24,No,0,Seiad Valley,96086,16,Offer D,Yes,No,327.45,664.09,Churned
Female,28,Yes,2,Deer Park,94576,35,None,Yes,Yes,2568.55,3453.0,Churned
Female,25,No,2,Camp Nelson,93208,18,Offer D,Yes,Yes,992.7,1307.88,Stayed
